"track","track_label","model","icd9","group","n","mean","sd","min","q1","median","q3","max","nearest_target","nearest_target_label","icd9_label","ccs_id","ccs_category"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","741","has a reference match",2038,0.244,0.09,-0.025,0.185,0.246,0.307,0.757,"Q05","Spina bifida","spina bifida",126,"nervous system congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","742","has a reference match",2038,0.221,0.122,-0.048,0.131,0.206,0.287,0.819,"Q07","Other congenital malformations of nervous system","other congenital anomalies of nervous system",126,"nervous system congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","743","has a reference match",2038,0.226,0.106,-0.038,0.151,0.219,0.286,0.745,"Q15","Other congenital malformations of eye","congenital anomalies of eye",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","744","has a reference match",2038,0.222,0.106,-0.046,0.146,0.213,0.288,0.711,"Q17","Other congenital malformations of ear","congenital anomalies of ear face and neck",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","745","has a reference match",2038,0.199,0.097,-0.091,0.132,0.196,0.262,0.583,"Q21","Congenital malformations of cardiac septa","bulbus cordis anomalies and anomalies of cardiac septal closure",128,"cardiac and circulatory congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","746","has a reference match",2038,0.213,0.111,-0.061,0.139,0.204,0.274,0.758,"Q24","Other congenital malformations of heart","other congenital anomalies of heart",128,"cardiac and circulatory congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","747","has a reference match",2038,0.252,0.112,-0.058,0.179,0.248,0.322,0.759,"Q28","Other congenital malformations of circulatory system","other congenital anomalies of circulatory system",128,"cardiac and circulatory congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","748","has a reference match",2038,0.247,0.107,-0.049,0.173,0.241,0.308,0.719,"Q34","Other congenital malformations of respiratory system","congenital anomalies of respiratory system",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","749","has a reference match",2038,0.18,0.093,-0.06,0.117,0.173,0.237,0.712,"Q37","Cleft palate with cleft lip","cleft palate and cleft lip",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","750","has a reference match",2038,0.191,0.111,-0.064,0.114,0.179,0.259,0.749,"Q40","Other congenital malformations of upper alimentary tract","other congenital anomalies of upper alimentary tract",129,"digestive congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","751","has a reference match",2038,0.181,0.118,-0.054,0.095,0.167,0.249,0.773,"Q45","Other congenital malformations of digestive system","other congenital anomalies of digestive system",129,"digestive congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","752","has a reference match",2038,0.204,0.115,-0.041,0.122,0.19,0.272,0.718,"N50","Other disorders of male genital organs","congenital anomalies of genital organs",130,"genitourinary congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","753","has a reference match",2038,0.184,0.116,-0.079,0.104,0.167,0.25,0.871,"Q64","Other congenital malformations of urinary system","congenital anomalies of urinary system",130,"genitourinary congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","754","has a reference match",2038,0.228,0.121,-0.036,0.138,0.208,0.294,0.86,"Q68","Other congenital musculoskeletal deformities","certain congenital musculoskeletal deformities",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","755","has a reference match",2038,0.174,0.117,-0.095,0.09,0.158,0.241,0.812,"Q74","Other congenital malformations of limb(s)","other congenital anomalies of limbs",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","756","has a reference match",2038,0.195,0.124,-0.052,0.104,0.177,0.266,0.863,"Q79","Congenital malformations of the musculoskeletal system, not elsewhere classified","other congenital musculoskeletal anomalies",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","757","has a reference match",2038,0.218,0.113,-0.072,0.133,0.212,0.293,0.858,"Q84","Other congenital malformations of integument","congenital anomalies of the integument",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","758","has a reference match",2038,0.236,0.105,-0.038,0.16,0.23,0.31,0.733,"Q99","Other chromosome abnormalities, not elsewhere classified","chromosomal anomalies",127,"other congenital anomalies"
"10_9","ICD-9-CM to ICD-10-CA","mpnet","759","has a reference match",2038,0.242,0.119,-0.056,0.157,0.234,0.314,0.801,"Q89","Other congenital malformations, not elsewhere classified","other and unspecified congenital anomalies",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","140","has a reference match",858,0.816,0.062,0.589,0.782,0.813,0.843,1,"140","malignant neoplasm of lip","malignant neoplasm of lip",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","141","has a reference match",858,0.81,0.069,0.565,0.774,0.811,0.844,1,"141","malignant neoplasm of tongue","malignant neoplasm of tongue",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","142","has a reference match",858,0.813,0.069,0.581,0.778,0.81,0.846,0.992,"142","malignant neoplasm of salivary gland","malignant neoplasm of major salivary glands",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","143","has a reference match",858,0.805,0.066,0.588,0.769,0.803,0.834,1,"143","malignant neoplasm of gum","malignant neoplasm of gum",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","144","has a reference match",858,0.812,0.067,0.59,0.775,0.808,0.841,1,"144","malignant neoplasm of floor of mouth","malignant neoplasm of floor of mouth",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","145","has a reference match",858,0.822,0.064,0.606,0.787,0.821,0.853,1,"145","malignant neoplasm of other and unspecified parts of mouth","malignant neoplasm of other and unspecified parts of mouth",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","146","has a reference match",858,0.796,0.071,0.572,0.757,0.792,0.827,1,"146","malignant neoplasm of oropharynx","malignant neoplasm of oropharynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","147","has a reference match",858,0.806,0.07,0.585,0.768,0.801,0.838,1,"147","malignant neoplasm of nasopharynx","malignant neoplasm of nasopharynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","148","has a reference match",858,0.802,0.067,0.591,0.763,0.796,0.829,1,"148","malignant neoplasm of hypopharynx","malignant neoplasm of hypopharynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","149","has a reference match",858,0.794,0.066,0.581,0.753,0.791,0.827,0.968,"210","benign neoplasm of buccal cavity and pharynx","malignant neoplasm of other and illdefined sites within the lip oral cavity and pharynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","150","has a reference match",858,0.82,0.06,0.628,0.787,0.818,0.847,1,"150","malignant neoplasm of esophagus","malignant neoplasm of esophagus",2,"cancer of esophagus"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","151","has a reference match",858,0.813,0.067,0.59,0.776,0.809,0.843,1,"151","malignant neoplasm of stomach","malignant neoplasm of stomach",3,"cancer of stomach"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","152","has a reference match",858,0.797,0.072,0.578,0.755,0.792,0.83,1,"152","malignant neoplasm of small intestine including duodenum","malignant neoplasm of small intestine including duodenum",4,"cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","153","has a reference match",858,0.807,0.072,0.57,0.77,0.806,0.845,0.984,"188","malignant neoplasm of bladder","malignant neoplasm of colon",5,"colon cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","154","has a reference match",858,0.821,0.064,0.605,0.786,0.818,0.853,0.984,"154","malignant neoplasm of rectum and rectosigmoid junction","malignant neoplasm of rectum rectosigmoid junction and anus",6,"cancer of rectum and anus"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","155","has a reference match",858,0.813,0.068,0.604,0.776,0.813,0.845,0.995,"156","malignant neoplasm of gallbladder and bile ducts","malignant neoplasm of liver and intrahepatic bile ducts",7,"cancer of liver and intrahepatic bile duct"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","156","has a reference match",858,0.814,0.068,0.599,0.777,0.814,0.848,0.997,"156","malignant neoplasm of gallbladder and bile ducts","malignant neoplasm of gallbladder and extrahepatic bile ducts",4,"cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","157","has a reference match",858,0.807,0.067,0.605,0.771,0.804,0.835,1,"157","malignant neoplasm of pancreas","malignant neoplasm of pancreas",8,"pancreas cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","158","has a reference match",858,0.783,0.075,0.565,0.74,0.777,0.817,0.989,"158","malignant neoplasm of peritoneum and retroperitoneal tissue","malignant neoplasm of retroperitoneum and peritoneum",4,"cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","159","has a reference match",858,0.798,0.066,0.599,0.758,0.795,0.83,0.971,"195","malignant neoplasm of illdefined sites","malignant neoplasm of other and illdefined sites within the digestive organs and peritoneum",4,"cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","160","has a reference match",858,0.822,0.067,0.58,0.788,0.822,0.858,0.995,"160","malignant neoplasm of nose nasal cavities middle ear and accessory sinuses","malignant neoplasm of nasal cavities middle ear and accessory sinuses",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","161","has a reference match",858,0.806,0.071,0.577,0.769,0.802,0.839,1,"161","malignant neoplasm of larynx","malignant neoplasm of larynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","162","has a reference match",858,0.806,0.071,0.569,0.766,0.803,0.842,1,"162","malignant neoplasm of trachea bronchus and lung","malignant neoplasm of trachea bronchus and lung",9,"lung and other respiratory cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","163","has a reference match",858,0.786,0.074,0.554,0.745,0.782,0.822,0.977,"162","malignant neoplasm of trachea bronchus and lung","malignant neoplasm of pleura",9,"lung and other respiratory cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","164","no reference match",858,0.813,0.069,0.584,0.776,0.81,0.846,0.985,"142","malignant neoplasm of salivary gland","malignant neoplasm of thymus heart and mediastinum",10,"other cancers"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","165","no reference match",858,0.796,0.068,0.587,0.755,0.795,0.832,0.971,"195","malignant neoplasm of illdefined sites","malignant neoplasm of other and illdefined sites within the respiratory system and intrathoracic organs",9,"lung and other respiratory cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","170","has a reference match",858,0.798,0.07,0.59,0.758,0.793,0.827,0.981,"158","malignant neoplasm of peritoneum and retroperitoneal tissue","malignant neoplasm of bone and articular cartilage",11,"cancer of bone and connective tissue"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","171","has a reference match",858,0.807,0.065,0.615,0.767,0.803,0.834,1,"171","malignant neoplasm of connective and other soft tissue","malignant neoplasm of connective and other soft tissue",11,"cancer of bone and connective tissue"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","172","has a reference match",858,0.833,0.059,0.596,0.802,0.835,0.868,1,"172","malignant melanoma of skin","malignant melanoma of skin",12,"skin melanoma"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","174","has a reference match",858,0.816,0.066,0.584,0.782,0.816,0.849,0.99,"174","malignant neoplasm of breast","malignant neoplasm of female breast",13,"breast cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","175","no reference match",858,0.816,0.066,0.578,0.782,0.816,0.848,0.984,"174","malignant neoplasm of breast","malignant neoplasm of male breast",13,"breast cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","176","no reference match",858,0.855,0.046,0.668,0.826,0.862,0.888,0.955,"218","uterine fibroma","kaposis sarcoma",10,"other cancers"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","179","no reference match",858,0.812,0.056,0.633,0.78,0.81,0.842,0.98,"149","malignant neoplasm of pharynx unspecified","malignant neoplasm of uterus part unspecified",14,"uterus cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","180","has a reference match",858,0.817,0.064,0.608,0.781,0.813,0.845,1,"180","malignant neoplasm of cervix uteri","malignant neoplasm of cervix uteri",15,"cervix cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","181","has a reference match",858,0.821,0.064,0.605,0.787,0.819,0.853,0.978,"151","malignant neoplasm of stomach","malignant neoplasm of placenta",16,"cancer of other female genital organs"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","182","has a reference match",858,0.799,0.069,0.589,0.761,0.795,0.83,0.982,"157","malignant neoplasm of pancreas","malignant neoplasm of body of uterus",14,"uterus cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","183","has a reference match",858,0.819,0.067,0.589,0.783,0.817,0.852,0.983,"180","malignant neoplasm of cervix uteri","malignant neoplasm of ovary and other uterine adnexa",16,"cancer of other female genital organs"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","184","has a reference match",858,0.819,0.068,0.589,0.781,0.818,0.854,1,"184","malignant neoplasm of other and unspecified female genital organs","malignant neoplasm of other and unspecified female genital organs",16,"cancer of other female genital organs"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","185","has a reference match",858,0.814,0.069,0.587,0.778,0.815,0.85,1,"185","malignant neoplasm of prostate","malignant neoplasm of prostate",17,"prostate cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","186","has a reference match",858,0.826,0.063,0.623,0.789,0.823,0.856,1,"186","malignant neoplasm of testis","malignant neoplasm of testis",18,"testis cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","187","has a reference match",858,0.824,0.065,0.601,0.787,0.823,0.858,0.989,"187","malignant neoplasm of other and unspecified male genital organs","malignant neoplasm of penis and other male genital organs",19,"cancer of other male genital organs"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","188","has a reference match",858,0.825,0.066,0.598,0.791,0.824,0.857,1,"188","malignant neoplasm of bladder","malignant neoplasm of bladder",20,"bladder cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","189","has a reference match",858,0.832,0.065,0.602,0.797,0.833,0.87,0.995,"189","malignant neoplasm of other and unspecified urinary organs","malignant neoplasm of kidney and other and unspecified urinary organs",21,"cancer of kidney and other urinary organs"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","190","has a reference match",858,0.827,0.062,0.593,0.794,0.827,0.857,1,"190","malignant neoplasm of eye","malignant neoplasm of eye",10,"other cancers"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","191","has a reference match",858,0.803,0.07,0.573,0.765,0.802,0.836,1,"191","malignant neoplasm of brain","malignant neoplasm of brain",22,"cancer of brain and nervous system"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","192","has a reference match",858,0.819,0.064,0.612,0.783,0.817,0.85,0.988,"192","malignant neoplasm of other parts of nervous system","malignant neoplasm of other and unspecified parts of nervous system",22,"cancer of brain and nervous system"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","193","has a reference match",858,0.809,0.071,0.574,0.772,0.807,0.842,1,"193","malignant neoplasm of thyroid gland","malignant neoplasm of thyroid gland",23,"thyroid cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","194","has a reference match",858,0.816,0.065,0.613,0.778,0.816,0.848,0.976,"184","malignant neoplasm of other and unspecified female genital organs","malignant neoplasm of other endocrine glands and related structures",10,"other cancers"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","195","has a reference match",858,0.821,0.058,0.628,0.786,0.82,0.85,0.991,"195","malignant neoplasm of illdefined sites","malignant neoplasm of other and illdefined sites",10,"other cancers"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","196","has a reference match",858,0.797,0.065,0.598,0.757,0.794,0.828,1,"196","secondary and unspecified malignant neoplasm of lymph nodes","secondary and unspecified malignant neoplasm of lymph nodes",24,"secondary malignancy"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","197","has a reference match",858,0.826,0.06,0.609,0.792,0.827,0.861,1,"197","secondary malignant neoplasm of respiratory and digestive systems","secondary malignant neoplasm of respiratory and digestive systems",24,"secondary malignancy"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","198","has a reference match",858,0.821,0.061,0.614,0.784,0.82,0.851,0.976,"195","malignant neoplasm of illdefined sites","secondary malignant neoplasm of other specified sites",24,"secondary malignancy"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","199","has a reference match",858,0.805,0.056,0.633,0.769,0.803,0.834,1,"199","malignant neoplasm without specification of site","malignant neoplasm without specification of site",25,"malignant neoplasm without specification of site"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","200","has a reference match",858,0.788,0.071,0.547,0.749,0.789,0.83,0.952,"187","malignant neoplasm of other and unspecified male genital organs","lymphosarcoma and reticulosarcoma and other specified malignant tumors of lymphatic tissue",26,"nonhodgkins lymphoma"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","201","has a reference match",858,0.827,0.057,0.669,0.786,0.828,0.871,1,"201","hodgkins disease","hodgkins disease",27,"hodgkins disease"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","202","has a reference match",858,0.796,0.069,0.578,0.757,0.796,0.835,0.962,"202","other neoplasms of lymphoid tissue","other malignant neoplasms of lymphoid and histiocytic tissue",26,"nonhodgkins lymphoma"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","203","has a reference match",858,0.796,0.07,0.553,0.758,0.801,0.845,0.944,"200","lymphosarcoma and reticulumcell sarcoma","multiple myeloma and immunoproliferative neoplasms",28,"multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","204","has a reference match",858,0.785,0.064,0.561,0.742,0.795,0.834,0.983,"205","myeloid leukemia","lymphoid leukemia",28,"multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","205","has a reference match",858,0.809,0.059,0.604,0.772,0.82,0.851,1,"205","myeloid leukemia","myeloid leukemia",28,"multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","206","has a reference match",858,0.82,0.06,0.594,0.781,0.828,0.865,1,"206","monocytic leukemia","monocytic leukemia",28,"multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","207","has a reference match",858,0.835,0.053,0.66,0.798,0.837,0.878,0.952,"099","other venereal disease","other specified leukemia",28,"multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","208","has a reference match",858,0.81,0.066,0.555,0.775,0.814,0.858,0.944,"206","monocytic leukemia","leukemia of unspecified cell type",28,"multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","209","has a reference match",858,0.857,0.043,0.674,0.831,0.865,0.89,0.935,"621","other diseases of cervix","neuroendocrine tumors",10,"other cancers"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","225","has a reference match",858,0.815,0.065,0.618,0.78,0.814,0.845,0.981,"223","benign neoplasm of kidney and other urinary organs","benign neoplasm of brain and other parts of nervous system",29,"other and unspecified benign neoplasm"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","230","no reference match",858,0.839,0.058,0.616,0.808,0.84,0.873,0.963,"189","malignant neoplasm of other and unspecified urinary organs","carcinoma in situ of digestive organs",4,"cancer of other gi organs peritoneum"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","231","no reference match",858,0.836,0.058,0.603,0.805,0.839,0.874,0.951,"212","benign neoplasm of respiratory system","carcinoma in situ of respiratory system",9,"lung and other respiratory cancer"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","233","no reference match",858,0.82,0.065,0.583,0.785,0.822,0.859,0.962,"184","malignant neoplasm of other and unspecified female genital organs","carcinoma in situ of breast and genitourinary system",10,"other cancers"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","234","no reference match",858,0.828,0.058,0.632,0.794,0.828,0.857,0.966,"195","malignant neoplasm of illdefined sites","carcinoma in situ of other and unspecified sites",10,"other cancers"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","237","no reference match",858,0.821,0.064,0.594,0.785,0.822,0.855,0.984,"238","neoplasm of unspecified nature of eye brain and other parts of nervous system","neoplasm of uncertain behavior of endocrine glands and nervous system",30,"neoplasms of unspecified nature"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","238","no reference match",858,0.814,0.063,0.626,0.777,0.811,0.845,0.977,"237","neoplasm of unspecified nature of other genitourinary organs","neoplasm of uncertain behavior of other and unspecified sites and tissues",30,"neoplasms of unspecified nature"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","239","has a reference match",858,0.819,0.057,0.631,0.788,0.822,0.851,0.957,"239","neoplasm of unspecified nature of other and unspecified organs","neoplasms of unspecified nature",30,"neoplasms of unspecified nature"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","240","has a reference match",858,0.84,0.044,0.673,0.814,0.842,0.87,0.944,"241","nontoxic nodular goiter","simple and unspecified goiter",31,"thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","241","has a reference match",858,0.859,0.051,0.648,0.83,0.865,0.896,1,"241","nontoxic nodular goiter","nontoxic nodular goiter",31,"thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","242","has a reference match",858,0.832,0.061,0.607,0.796,0.843,0.878,1,"242","thyrotoxicosis with or without goiter","thyrotoxicosis with or without goiter",31,"thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","243","has a reference match",858,0.82,0.06,0.606,0.78,0.829,0.864,0.972,"090","congenital syphilis","congenital hypothyroidism",31,"thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","244","has a reference match",858,0.816,0.057,0.616,0.78,0.822,0.856,0.93,"281","deficiency anemia","acquired hypothyroidism",31,"thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","245","has a reference match",858,0.83,0.054,0.655,0.79,0.831,0.869,1,"245","thyroiditis","thyroiditis",31,"thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","246","has a reference match",858,0.804,0.066,0.587,0.765,0.813,0.851,0.968,"246","other diseases of thyroid gland","other disorders of thyroid",31,"thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","249","no reference match",858,0.821,0.058,0.638,0.78,0.827,0.864,0.964,"250","diabetes mellitus","secondary diabetes mellitus",32,"diabetes mellitus"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","250","has a reference match",858,0.803,0.059,0.637,0.759,0.802,0.847,1,"250","diabetes mellitus","diabetes mellitus",32,"diabetes mellitus"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","251","has a reference match",858,0.836,0.055,0.622,0.808,0.845,0.877,0.938,"251","disorders of pancreatic internal secretion other than diabetes mellitus","other disorders of pancreatic internal secretiondisorders of parathyroid gland",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","252","has a reference match",858,0.837,0.055,0.643,0.802,0.845,0.876,0.988,"252","diseases of parathyroid gland","disorders of parathyroid gland",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","253","has a reference match",858,0.785,0.061,0.565,0.75,0.789,0.828,0.911,"236","neoplasm of unspecified nature of other female genital organs","disorders of the pituitary gland and its hypothalamic control",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","254","has a reference match",858,0.837,0.051,0.659,0.803,0.844,0.873,1,"254","diseases of thymus gland","diseases of thymus gland",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","255","has a reference match",858,0.857,0.043,0.654,0.835,0.864,0.887,0.967,"253","diseases of pituitary gland","disorders of adrenal glands",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","256","has a reference match",858,0.818,0.061,0.613,0.784,0.824,0.861,1,"256","ovarian dysfunction","ovarian dysfunction",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","257","has a reference match",858,0.818,0.053,0.645,0.788,0.828,0.855,1,"257","testicular dysfunction","testicular dysfunction",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","258","has a reference match",858,0.814,0.06,0.606,0.779,0.819,0.855,0.958,"258","polyglandular dysfunction and other diseases of endocrine glands","polyglandular dysfunction and related disorders",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","259","no reference match",858,0.818,0.048,0.667,0.784,0.821,0.853,0.928,"117","other systemic mycosis","other endocrine disorders",33,"other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","260","has a reference match",858,0.791,0.038,0.652,0.765,0.795,0.818,0.909,"362","hordeolum","kwashiorkor",34,"nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","261","has a reference match",858,0.799,0.032,0.686,0.778,0.798,0.821,0.909,"268","nutritional marasmus","nutritional marasmus",34,"nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","262","has a reference match",858,0.762,0.044,0.585,0.74,0.766,0.791,0.885,"267","protein malnutrition","other severe proteincalorie malnutrition",34,"nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","263","no reference match",858,0.783,0.031,0.651,0.763,0.785,0.805,0.954,"267","protein malnutrition","other and unspecified proteincalorie malnutrition",34,"nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","268","has a reference match",858,0.822,0.052,0.624,0.787,0.828,0.861,0.972,"263","other vitamin b deficiency","vitamin d deficiency",34,"nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","270","has a reference match",858,0.744,0.06,0.529,0.707,0.749,0.787,0.907,"520","disorders of tooth development and eruption","disorders of aminoacid transport and metabolism",35,"other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","271","has a reference match",858,0.799,0.033,0.667,0.777,0.8,0.823,0.89,"279","other and unspecified metabolic diseases","disorders of carbohydrate transport and metabolism",35,"other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","272","has a reference match",858,0.836,0.049,0.633,0.81,0.843,0.87,0.95,"272","congenital disorders of lipid metabolism","disorders of lipoid metabolism",36,"disorders of lipid metabolism"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","273","has a reference match",858,0.812,0.033,0.683,0.79,0.814,0.836,0.904,"279","other and unspecified metabolic diseases","disorders of plasma protein metabolism",35,"other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","274","has a reference match",858,0.833,0.053,0.686,0.796,0.833,0.876,1,"274","gout","gout",37,"gout and other crystal arthropathies"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","275","has a reference match",858,0.827,0.039,0.639,0.806,0.833,0.854,0.931,"520","disorders of tooth development and eruption","disorders of mineral metabolism",35,"other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","ClinicalBERT","277","has a reference match",858,0.829,0.041,0.653,0.807,0.833,0.858,0.962,"279","other and unspecified metabolic diseases","other and unspecified disorders of metabolism",35,"other nutritional endocrine immunity and metabolic disorders"
